epoch,step,train_Energy_MAE,train_Energy_RMSE,train_Force_MAE,train_Force_RMSE,train_Magmom_MAE,train_Magmom_RMSE,train_Stress_MAE,train_Stress_RMSE,train_Total_Loss,val_Energy_MAE,val_Energy_RMSE,val_Force_MAE,val_Force_RMSE,val_Magmom_MAE,val_Magmom_RMSE,val_Stress_MAE,val_Stress_RMSE,val_Total_Loss
0,138,,,,,,,,,,1.5488675832748413,1.8129547834396362,0.022357596084475517,0.03680473566055298,0.0,0.0,1.0240329504013062,1.9598599672317505,9.6596097946167
0,138,1.2512154579162598,1.4885684251785278,0.026371026411652565,0.04401347041130066,0.0,0.0,0.9576780200004578,1.8871371746063232,8.769418716430664,,,,,,,,,
1,277,,,,,,,,,,1.4888570308685303,1.738425612449646,0.025471871718764305,0.04251450300216675,0.0,0.0,1.1307637691497803,2.2185890674591064,9.670781135559082
1,277,1.2086050510406494,1.5225971937179565,0.024106090888381004,0.04007883742451668,0.0,0.0,0.6456938982009888,1.2821475267410278,8.046689987182617,,,,,,,,,
2,416,,,,,,,,,,1.4357399940490723,1.6660408973693848,0.030152102932333946,0.050623003393411636,0.0,0.0,1.0320614576339722,1.9937829971313477,8.450660705566406
2,416,1.1864110231399536,1.4933390617370605,0.028149614110589027,0.04719441384077072,0.0,0.0,0.6167190074920654,1.2455564737319946,7.683023929595947,,,,,,,,,
3,555,,,,,,,,,,1.403403401374817,1.6223927736282349,0.04021617770195007,0.06975529342889786,0.0,0.0,1.162959337234497,2.2853574752807617,8.264311790466309
3,555,1.1871676445007324,1.469036340713501,0.036398399621248245,0.060942843556404114,0.0,0.0,0.6818299889564514,1.3674333095550537,7.3224310874938965,,,,,,,,,
4,694,,,,,,,,,,1.3891350030899048,1.6032625436782837,0.04499490186572075,0.07628226280212402,0.0,0.0,1.2484979629516602,2.48001766204834,7.942102909088135
4,694,1.20405113697052,1.4678528308868408,0.03862512484192848,0.06537513434886932,0.0,0.0,0.5539020299911499,1.0813987255096436,6.6706719398498535,,,,,,,,,
5,833,,,,,,,,,,1.3861327171325684,1.5885058641433716,0.04794594645500183,0.07922765612602234,0.0,0.0,1.2207523584365845,2.3910295963287354,7.4589152336120605
5,833,1.2694153785705566,1.5395700931549072,0.045493364334106445,0.0756416767835617,0.0,0.0,0.5861688852310181,1.1516255140304565,6.354541301727295,,,,,,,,,
6,972,,,,,,,,,,1.3489409685134888,1.5528533458709717,0.045598991215229034,0.0756407231092453,0.0,0.0,1.2078676223754883,2.3153867721557617,6.7676310539245605
6,972,1.2706602811813354,1.5288817882537842,0.0478547029197216,0.08064728230237961,0.0,0.0,0.7533926367759705,1.5053892135620117,6.8471760749816895,,,,,,,,,
7,1111,,,,,,,,,,1.3348138332366943,1.5313540697097778,0.05185653269290924,0.08559920638799667,0.0,0.0,1.2125170230865479,2.323918104171753,6.440216064453125
7,1111,1.2559363842010498,1.5217678546905518,0.051614366471767426,0.08624228090047836,0.0,0.0,0.5131826400756836,1.0225871801376343,5.9174017906188965,,,,,,,,,
8,1250,,,,,,,,,,1.304528832435608,1.4941625595092773,0.05528097227215767,0.09018943458795547,0.0,0.0,1.241773247718811,2.3724329471588135,5.958551406860352
8,1250,1.2677550315856934,1.5215413570404053,0.05763484910130501,0.09723122417926788,0.0,0.0,0.4736708402633667,0.9269170165061951,5.545622825622559,,,,,,,,,
9,1389,,,,,,,,,,1.272226333618164,1.4550682306289673,0.06127858906984329,0.09916055202484131,0.0,0.0,1.3421190977096558,2.5717368125915527,5.7798919677734375
9,1389,1.265394687652588,1.5240846872329712,0.06805896013975143,0.11192700266838074,0.0,0.0,0.5246533751487732,1.0262480974197388,5.354768753051758,,,,,,,,,
10,1528,,,,,,,,,,1.236586332321167,1.418144702911377,0.06546072661876678,0.10743822902441025,0.0,0.0,1.3453121185302734,2.638554573059082,5.5860276222229
10,1528,1.221641182899475,1.4563709497451782,0.07552593946456909,0.12732958793640137,0.0,0.0,0.7034292817115784,1.40060555934906,5.178583145141602,,,,,,,,,
11,1667,,,,,,,,,,1.234133243560791,1.4186002016067505,0.062307801097631454,0.10196634382009506,0.0,0.0,1.3414860963821411,2.6059460639953613,5.91353178024292
11,1667,1.1983836889266968,1.4671602249145508,0.07066772878170013,0.11900073289871216,0.0,0.0,0.8606619238853455,1.753540277481079,5.459060192108154,,,,,,,,,
12,1806,,,,,,,,,,1.2031328678131104,1.3816734552383423,0.06326577812433243,0.10643767565488815,0.0,0.0,1.2229681015014648,2.3773014545440674,5.259376049041748
12,1806,1.1650407314300537,1.4110133647918701,0.06662348657846451,0.10902582854032516,0.0,0.0,0.7356099486351013,1.47377347946167,5.072388648986816,,,,,,,,,
13,1945,,,,,,,,,,1.1670382022857666,1.337823748588562,0.06988957524299622,0.11753580719232559,0.0,0.0,1.3157038688659668,2.5429065227508545,5.039663314819336
13,1945,1.1525039672851562,1.3957287073135376,0.0693153664469719,0.11846333742141724,0.0,0.0,0.5131731033325195,1.0389593839645386,4.629075527191162,,,,,,,,,
14,2084,,,,,,,,,,1.1311537027359009,1.296810269355774,0.06838075816631317,0.11485801637172699,0.0,0.0,1.3316353559494019,2.6113574504852295,4.655576705932617
14,2084,1.1178123950958252,1.3410841226577759,0.0725693330168724,0.12481138110160828,0.0,0.0,0.540795087814331,1.086624264717102,4.333925247192383,,,,,,,,,
15,2223,,,,,,,,,,1.0955438613891602,1.257727861404419,0.0769001692533493,0.1310265213251114,0.0,0.0,1.561650276184082,3.049569606781006,4.640060901641846
