epoch,step,train_Energy_MAE,train_Energy_RMSE,train_Force_MAE,train_Force_RMSE,train_Magmom_MAE,train_Magmom_RMSE,train_Stress_MAE,train_Stress_RMSE,train_Total_Loss,val_Energy_MAE,val_Energy_RMSE,val_Force_MAE,val_Force_RMSE,val_Magmom_MAE,val_Magmom_RMSE,val_Stress_MAE,val_Stress_RMSE,val_Total_Loss
0,84,,,,,,,,,,5.156754493713379,5.156754493713379,15.68970775604248,25.869388580322266,0.0,0.0,20.576080322265625,27.74595069885254,1916.009765625
0,84,13.95901870727539,13.95901870727539,32.000762939453125,52.61598205566406,0.0,0.0,50.52265167236328,67.80010986328125,9030.84765625,,,,,,,,,
1,169,,,,,,,,,,4.967298984527588,4.967298984527588,14.806841850280762,24.433578491210938,0.0,0.0,19.098331451416016,25.920169830322266,1671.9931640625
1,169,12.347597122192383,12.347597122192383,32.70256805419922,52.30730056762695,0.0,0.0,46.67136764526367,64.58966827392578,14764.916015625,,,,,,,,,
2,254,,,,,,,,,,4.848420143127441,4.848420143127441,14.390439987182617,24.21151351928711,0.0,0.0,18.512149810791016,25.158952713012695,1594.563720703125
2,254,11.99174690246582,11.99174690246582,26.10481071472168,42.44877243041992,0.0,0.0,40.45566940307617,54.86861801147461,5170.65576171875,,,,,,,,,
3,339,,,,,,,,,,4.761746883392334,4.761746883392334,13.901472091674805,23.21047592163086,0.0,0.0,17.935354232788086,24.481027603149414,1473.3297119140625
3,339,11.689977645874023,11.689977645874023,25.00547218322754,40.62980651855469,0.0,0.0,40.46000671386719,54.669864654541016,4837.755859375,,,,,,,,,
4,424,,,,,,,,,,4.551413059234619,4.551413059234619,12.953407287597656,21.591293334960938,0.0,0.0,16.696773529052734,22.90787124633789,1253.6688232421875
4,424,11.100046157836914,11.100046157836914,28.71657943725586,45.693016052246094,0.0,0.0,41.05196762084961,57.223915100097656,13318.9384765625,,,,,,,,,
5,509,,,,,,,,,,4.381410598754883,4.381410598754883,12.407303810119629,20.72744369506836,0.0,0.0,16.104114532470703,21.989330291748047,1161.7115478515625
5,509,9.938681602478027,9.938681602478027,22.280364990234375,35.90792465209961,0.0,0.0,34.62825012207031,46.69409942626953,3531.65966796875,,,,,,,,,
6,594,,,,,,,,,,4.284951686859131,4.284951686859131,12.002862930297852,20.058300018310547,0.0,0.0,15.551549911499023,21.2825927734375,1073.403564453125
6,594,9.649880409240723,9.649880409240723,19.27085304260254,31.19291114807129,0.0,0.0,32.68490982055664,44.22575759887695,2556.33740234375,,,,,,,,,
7,679,,,,,,,,,,3.9385008811950684,3.9385008811950684,10.957124710083008,18.39297866821289,0.0,0.0,14.360844612121582,19.548370361328125,899.2664184570312
7,679,9.209514617919922,9.209514617919922,25.99134635925293,41.776458740234375,0.0,0.0,33.59586715698242,45.90680694580078,10867.9697265625,,,,,,,,,
8,764,,,,,,,,,,3.799778461456299,3.799778461456299,10.388815879821777,17.376874923706055,0.0,0.0,13.650581359863281,18.61397933959961,794.0523681640625
8,764,8.870688438415527,8.870688438415527,18.443124771118164,29.810354232788086,0.0,0.0,29.39739418029785,40.22832489013672,2588.030029296875,,,,,,,,,
9,849,,,,,,,,,,3.511693239212036,3.511693239212036,9.280052185058594,15.368478775024414,0.0,0.0,12.343798637390137,16.914409637451172,607.5018920898438
9,849,8.383525848388672,8.383525848388672,19.48066520690918,31.3356876373291,0.0,0.0,28.166006088256836,39.147125244140625,5244.72216796875,,,,,,,,,
10,934,,,,,,,,,,3.374724864959717,3.374724864959717,8.732719421386719,14.393567085266113,0.0,0.0,11.643537521362305,15.999731063842773,526.3308715820312
10,934,8.015667915344238,8.015667915344238,15.592024803161621,24.113889694213867,0.0,0.0,26.069177627563477,35.539066314697266,1629.1646728515625,,,,,,,,,
11,1019,,,,,,,,,,3.213980197906494,3.213980197906494,8.106549263000488,13.280573844909668,0.0,0.0,10.815835952758789,14.917808532714844,442.40887451171875
11,1019,7.563021183013916,7.563021183013916,13.558283805847168,21.07284164428711,0.0,0.0,23.97505760192871,32.530181884765625,1179.4049072265625,,,,,,,,,
12,1104,,,,,,,,,,3.069840669631958,3.069840669631958,7.525849342346191,12.238410949707031,0.0,0.0,10.066972732543945,13.961593627929688,369.2102966308594
12,1104,7.1225199699401855,7.1225199699401855,12.311074256896973,19.057300567626953,0.0,0.0,22.070947647094727,30.205963134765625,945.7514038085938,,,,,,,,,
13,1189,,,,,,,,,,2.900646209716797,2.900646209716797,6.849043846130371,11.0271635055542,0.0,0.0,9.201311111450195,12.862345695495605,293.19580078125
13,1189,6.620386600494385,6.620386600494385,11.031722068786621,16.980031967163086,0.0,0.0,20.10978126525879,27.70953369140625,738.7428588867188,,,,,,,,,
14,1274,,,,,,,,,,2.703582763671875,2.703582763671875,6.071733474731445,9.648015022277832,0.0,0.0,8.21330451965332,11.61523151397705,218.5632781982422
14,1274,6.075985908508301,6.075985908508301,9.51182746887207,14.444066047668457,0.0,0.0,18.58103370666504,25.593198776245117,539.10986328125,,,,,,,,,
15,1359,,,,,,,,,,2.535282611846924,2.535282611846924,5.425480842590332,8.511321067810059,0.0,0.0,7.423969268798828,10.598011016845703,165.88323974609375
15,1359,5.543524742126465,5.543524742126465,8.302206993103027,12.54246997833252,0.0,0.0,16.78103256225586,23.02018165588379,409.32025146484375,,,,,,,,,
16,1444,,,,,,,,,,2.367276668548584,2.367276668548584,4.781683921813965,7.397543907165527,0.0,0.0,6.786271095275879,9.630219459533691,121.73831939697266
16,1444,5.103468418121338,5.103468418121338,7.178929805755615,10.661808967590332,0.0,0.0,14.93083667755127,20.37751007080078,302.886474609375,,,,,,,,,
17,1529,,,,,,,,,,2.226940393447876,2.226940393447876,4.258742332458496,6.488532066345215,0.0,0.0,6.2581892013549805,8.891744613647461,91.75067901611328
17,1529,4.649140357971191,4.649140357971191,6.429825305938721,9.51317024230957,0.0,0.0,13.577725410461426,18.46588134765625,235.88185119628906,,,,,,,,,
18,1614,,,,,,,,,,2.104651927947998,2.104651927947998,3.8130176067352295,5.724910259246826,0.0,0.0,5.7927374839782715,8.284673690795898,70.59789276123047
18,1614,4.273633003234863,4.273633003234863,5.7047882080078125,8.328266143798828,0.0,0.0,12.056663513183594,16.43606948852539,175.2254638671875,,,,,,,,,
19,1699,,,,,,,,,,2.056051254272461,2.056051254272461,3.4262633323669434,5.059323787689209,0.0,0.0,5.436803817749023,7.806953430175781,54.96913528442383
19,1699,3.916046619415283,3.916046619415283,5.230414390563965,7.590156078338623,0.0,0.0,10.944252014160156,14.89149284362793,145.9650115966797,,,,,,,,,
20,1784,,,,,,,,,,2.024954319000244,2.024954319000244,3.185795307159424,4.669288635253906,0.0,0.0,5.160104274749756,7.426882266998291,47.019813537597656
20,1784,3.7504258155822754,3.7504258155822754,4.854354381561279,7.082135200500488,0.0,0.0,10.186479568481445,13.897934913635254,129.33949279785156,,,,,,,,,
